94, 362, 107, 376, 0.5004
237, 9, 249, 17, 0.4519
318, 14, 330, 23, 0.4473
1156, 724, 1284, 758, 0.8409
1167, 175, 1177, 182, 0.3801
1470, 647, 1480, 655, 0.2938
2176, 33, 2247, 92, 0.8875
1860, 540, 1931, 747, 0.8665
2902, 499, 2994, 551, 0.8556
3210, 494, 3241, 520, 0.7502
3727, 455, 3745, 464, 0.5841
3564, 729, 3575, 745, 0.3522
3727, 454, 3750, 465, 0.2988
4273, 562, 4351, 648, 0.8944
4275, 591, 4300, 617, 0.8355
4640, 671, 4667, 696, 0.7927
4725, 735, 4751, 760, 0.7468
5893, 259, 5934, 289, 0.8566
5863, 225, 5905, 255, 0.8435
6172, 313, 6197, 335, 0.7733
6220, 186, 6240, 204, 0.7318
6175, 263, 6196, 282, 0.7304
6207, 295, 6226, 311, 0.7176
6174, 212, 6195, 232, 0.7086
6187, 385, 6201, 397, 0.5139
7049, 12, 7135, 96, 0.8887
6936, 120, 6953, 138, 0.6364
741, 1321, 749, 1332, 0.4750
1025, 1295, 1082, 1380, 0.9128
774, 1288, 836, 1381, 0.9087
1087, 984, 1113, 1027, 0.8196
860, 1160, 871, 1168, 0.4598
906, 1464, 920, 1470, 0.3581
1510, 1450, 1522, 1457, 0.3527
905, 1464, 916, 1470, 0.2725
1648, 973, 1689, 1020, 0.7789
2555, 985, 2638, 1063, 0.8914
2903, 1143, 2932, 1221, 0.8102
3081, 1373, 3137, 1480, 0.7643
3072, 1278, 3127, 1352, 0.7011
3153, 1310, 3172, 1331, 0.5324
3111, 1474, 3142, 1532, 0.4992
4310, 1212, 4459, 1279, 0.8859
4627, 1272, 4702, 1316, 0.8765
4985, 1442, 5059, 1481, 0.8707
4860, 1503, 4881, 1517, 0.7168
5116, 815, 5138, 834, 0.5176
5685, 1349, 5848, 1437, 0.8961
5406, 846, 5486, 909, 0.8914
6667, 941, 6773, 1034, 0.8956
6934, 797, 7186, 994, 0.8747
1103, 1661, 1188, 1687, 0.8555
1023, 1680, 1055, 1703, 0.8073
1794, 1683, 1866, 1711, 0.8425
1563, 2139, 1579, 2152, 0.6130
2571, 1698, 2692, 1751, 0.8706
3084, 1754, 3154, 1817, 0.8898
3194, 1834, 3217, 1852, 0.5739
4000, 2225, 4007, 2234, 0.6328
5228, 1868, 5237, 1882, 0.3262
5227, 1864, 5238, 1882, 0.2585
5397, 1540, 5425, 1553, 0.7015
6535, 1543, 6597, 1565, 0.7371
6400, 1714, 6414, 1725, 0.3709
6956, 1597, 7122, 1630, 0.8610
7377, 2012, 7400, 2063, 0.7941
7066, 1789, 7118, 1809, 0.7812
7274, 1692, 7327, 1714, 0.7732
6980, 1629, 7030, 1642, 0.7449
7032, 1587, 7082, 1600, 0.6983
7292, 2064, 7313, 2079, 0.6501
229, 3049, 287, 3072, 0.6772
900, 2765, 996, 2925, 0.8871
1941, 2882, 2040, 2911, 0.8357
2861, 2819, 2978, 2869, 0.8154
2904, 2819, 2938, 2838, 0.7958
2915, 2856, 2954, 2875, 0.7250
3580, 2658, 3595, 2668, 0.4562
3172, 2573, 3188, 2585, 0.4075
3891, 2576, 3969, 2620, 0.8559
5455, 2937, 5466, 2958, 0.4901
6666, 2611, 6701, 2636, 0.4091
6953, 2979, 6965, 2996, 0.6409
490, 3721, 519, 3757, 0.7712
936, 3293, 949, 3304, 0.3536
936, 3293, 952, 3305, 0.3509
1696, 3131, 1798, 3254, 0.9030
2795, 3222, 2885, 3448, 0.8693
3440, 3534, 3480, 3580, 0.7772
4448, 3516, 4469, 3559, 0.7261
3840, 3400, 3895, 3419, 0.7109
4397, 3779, 4408, 3796, 0.4918
4462, 3298, 4474, 3314, 0.4211
5124, 3670, 5139, 3697, 0.7256
6025, 3492, 6042, 3502, 0.5838
5477, 3757, 5486, 3767, 0.5142
6252, 3411, 6264, 3426, 0.6159
7162, 3799, 7171, 3808, 0.4313
123, 4139, 180, 4161, 0.8506
167, 4398, 204, 4419, 0.8241
37, 4573, 62, 4594, 0.7766
58, 4383, 97, 4397, 0.7494
33, 4502, 57, 4511, 0.5560
33, 4516, 63, 4525, 0.4044
33, 4513, 64, 4523, 0.3947
33, 4503, 62, 4514, 0.3055
32, 4512, 63, 4522, 0.2595
786, 4378, 920, 4559, 0.8992
2260, 4113, 2304, 4162, 0.7592
2841, 3870, 3035, 3991, 0.8928
3382, 4189, 3454, 4262, 0.9010
3124, 4192, 3200, 4262, 0.8980
3102, 4394, 3151, 4461, 0.8893
