1895, 1655, 1924, 1694, 0.6344
2123, 1838, 2146, 1853, 0.2530
2759, 1966, 2824, 2008, 0.8622
3525, 1853, 3577, 1948, 0.8603
4581, 2014, 4594, 2024, 0.3792
4839, 1980, 4874, 2057, 0.8533
5736, 1671, 6018, 1874, 0.9186
5574, 1536, 5704, 1605, 0.8991
6888, 1850, 6897, 1862, 0.4299
6912, 1761, 7073, 1877, 0.8797
7316, 2050, 7333, 2062, 0.3645
3, 2919, 70, 2986, 0.7590
768, 2995, 791, 3008, 0.8000
1292, 2887, 1317, 2902, 0.5948
1670, 2758, 1685, 2774, 0.6729
3021, 2524, 3062, 2604, 0.8797
2565, 2681, 2586, 2759, 0.8341
3814, 2315, 3836, 2333, 0.4075
4027, 2314, 4050, 2331, 0.3656
5198, 3041, 5215, 3058, 0.4905
5692, 2710, 5878, 2739, 0.8335
6458, 3015, 6481, 3034, 0.4595
7363, 2704, 7679, 2810, 0.8712
97, 3151, 134, 3172, 0.7373
371, 3198, 394, 3220, 0.3561
934, 3184, 1031, 3227, 0.8752
1120, 3547, 1242, 3578, 0.8431
1179, 3543, 1187, 3551, 0.3076
1770, 3719, 1785, 3748, 0.5856
2786, 3490, 2860, 3512, 0.8747
2305, 3180, 2356, 3218, 0.8636
2548, 3265, 2555, 3274, 0.3521
2482, 3094, 2490, 3104, 0.3487
3802, 3156, 3809, 3167, 0.5068
3801, 3154, 3809, 3167, 0.2568
3930, 3125, 3999, 3243, 0.8847
5091, 3269, 5184, 3298, 0.8340
5390, 3777, 5454, 3795, 0.7650
5646, 3731, 5676, 3771, 0.7547
5399, 3610, 5447, 3621, 0.6684
5672, 3749, 5684, 3768, 0.3918
6853, 3470, 6863, 3476, 0.5597
6294, 3776, 6303, 3786, 0.2931
7185, 3099, 7314, 3136, 0.8410
354, 4384, 365, 4404, 0.4784
1163, 4351, 1226, 4369, 0.7534
1603, 3957, 1733, 4076, 0.9039
2157, 4304, 2304, 4525, 0.8809
1916, 3947, 1976, 4022, 0.8670
2670, 4120, 2751, 4197, 0.8890
2833, 4418, 2894, 4526, 0.8752
3268, 4174, 3285, 4184, 0.5239
3265, 4173, 3285, 4184, 0.2579
4060, 4529, 4210, 4571, 0.8337
5056, 4408, 5214, 4500, 0.9046
5451, 4255, 5650, 4315, 0.8796
6419, 4202, 6448, 4213, 0.5354
7544, 4240, 7562, 4247, 0.5687
489, 5157, 516, 5195, 0.4763
490, 5158, 512, 5190, 0.2877
491, 5159, 511, 5175, 0.2609
1208, 4712, 1229, 4723, 0.6986
1317, 4698, 1332, 4712, 0.4285
1246, 4748, 1264, 4760, 0.3447
1697, 4734, 1777, 4762, 0.8274
1618, 4751, 1641, 4765, 0.6186
2801, 4782, 2832, 4839, 0.8630
2834, 4970, 2872, 5024, 0.8361
2792, 4782, 2816, 4832, 0.8090
2442, 5046, 2466, 5086, 0.7951
2407, 4786, 2435, 4832, 0.6443
2399, 4789, 2412, 4813, 0.5951
3429, 5258, 3472, 5337, 0.8222
4177, 4930, 4234, 5011, 0.8862
4706, 4673, 4807, 4897, 0.8735
5572, 5121, 5620, 5188, 0.6222
6861, 5185, 6875, 5199, 0.4620
7469, 5045, 7477, 5060, 0.2847
385, 5555, 415, 5580, 0.7553
1087, 5668, 1128, 5688, 0.8003
2257, 5774, 2276, 5799, 0.6162
2914, 5408, 2995, 5473, 0.8861
3007, 5853, 3072, 5914, 0.8703
3664, 5901, 3747, 5943, 0.8477
4310, 5657, 4384, 5709, 0.8686
4192, 5744, 4213, 5757, 0.5078
4844, 5546, 4933, 5580, 0.8567
4808, 5412, 4819, 5421, 0.3501
5400, 5996, 5421, 6028, 0.7633
5971, 5840, 6019, 5920, 0.6526
6715, 5389, 6731, 5402, 0.4480
7648, 5644, 7677, 5672, 0.7847
82, 6356, 98, 6369, 0.7850
1375, 6567, 1459, 6692, 0.9007
2243, 6305, 2254, 6322, 0.5071
2401, 6763, 2433, 6819, 0.8547
2666, 6634, 2695, 6694, 0.8505
2620, 6281, 2648, 6335, 0.8445
2334, 6734, 2341, 6743, 0.4088
3264, 6596, 3479, 6867, 0.9103
4332, 6696, 4359, 6723, 0.8086
5293, 6795, 5302, 6812, 0.5860
5311, 6454, 5320, 6464, 0.5577
5434, 6202, 5601, 6237, 0.8689
5509, 6190, 5560, 6205, 0.7956
5750, 6295, 5804, 6319, 0.7883
5853, 6615, 5878, 6668, 0.7817
5543, 6392, 5595, 6413, 0.7691
5457, 6233, 5516, 6245, 0.6883
5806, 6659, 5825, 6667, 0.4180
5553, 6194, 5576, 6204, 0.4160
6281, 6337, 6295, 6355, 0.4900
6316, 6872, 6324, 6881, 0.3190
6267, 6337, 6297, 6377, 0.2924
6314, 6872, 6324, 6883, 0.2714
7572, 6723, 7680, 6847, 0.8617
7010, 6577, 7075, 6627, 0.6937
7019, 6611, 7061, 6645, 0.6806
7016, 6596, 7078, 6645, 0.4175
7009, 6583, 7080, 6646, 0.3178
692, 7185, 707, 7199, 0.2989
990, 7222, 1003, 7238, 0.2887
988, 7220, 1005, 7239, 0.2877
1079, 7639, 1094, 7654, 0.2800
1333, 6946, 1348, 6962, 0.2695
1301, 7040, 1316, 7058, 0.2676
1185, 7403, 1200, 7415, 0.2623
1649, 7208, 1685, 7224, 0.7645
2311, 7123, 2383, 7221, 0.8839
3675, 7438, 3807, 7471, 0.8286
3716, 7373, 3815, 7397, 0.8180
4354, 6962, 4510, 7190, 0.9058
4399, 6997, 4541, 7206, 0.8886
5017, 7514, 5032, 7529, 0.5334
4865, 6944, 4877, 6956, 0.4087
4961, 7456, 4973, 7468, 0.3950
5043, 6924, 5066, 6939, 0.3321
5507, 7647, 5522, 7657, 0.3657
6641, 7405, 6662, 7414, 0.4829
6930, 7221, 7198, 7441, 0.8951
